link;titulo;descricao;ingredientes;instrucao;porcao
https://www.tastemade.com.br/videos/lucy-alves-canjica;b'Canjica da Lucy Alves';b'A cantora e atriz Lucy Alves ensina uma receita especial de canjica com tr\xc3\xaas leites que fica super cremosa e gostosa! ';[b'4 espigas de milho', b'1 \xc2\xbd x\xc3\xadcara de leite ', b'1 x\xc3\xadcara de leite de coco', b'1 x\xc3\xadcara de leite condensado', b'1 canela em pau', b'Canela em p\xc3\xb3'];[b'No liquidificador, adicionar os gr\xc3\xa3os das 4 espigas de milho, o leite e o leite de coco e bater bem.', b'Dispor a mistura em uma panela e adicionar o leite condensado e a canela.', b'Cozinhar em fogo, mexendo sempre at\xc3\xa9 que a mistura engrosse. ', b'Servir quente ou fria com canela em p\xc3\xb3.'];
https://www.tastemade.com.br/videos/croque-madame-de-rabanada;b'Croque Madame de Rabanada';b'A Faca com l\xc3\xa2mina serrilhada \xc3\xa9 ideal para cortar p\xc3\xa3o sem amass\xc3\xa1-lo. Que tal preparar uma vers\xc3\xa3o turbinada do cl\xc3\xa1ssico croque madame?';[b'P\xc3\xa3o italiano', b'4 ovos', b'\xc2\xbd x\xc3\xadcara de leite', b'1 x\xc3\xadcara de queijo parmes\xc3\xa3o ralado', b'Sal', b'Pimenta-do-reino', b'2 colheres de sopa de manteiga', b'200g de queijo mu\xc3\xa7arela fatiado ', b'200g de presunto fatiado ', b'2 x\xc3\xadcaras de molho bechamel'];[b'Com uma faca de p\xc3\xa3o, fazer fatias de, aproximadamente, 2 cm e reservar.', b'Em uma tigela, bater os ovos com o leite, adicionar \xe2\x85\x93 de x\xc3\xadcara de queijo parmes\xc3\xa3o e temperar com sal e pimenta do reino', b'Banhar as fatias de p\xc3\xa3o na mistura de ovos e reservar.', b'Aquecer uma frigideira, derreter uma colher de sopa de manteiga e dourar as fatias de p\xc3\xa3o. Acrescentar o restante da manteiga, caso necess\xc3\xa1rio.', b'Dispor as rabanadas em uma assadeira, cobrir com uma fatia de queijo e uma fatia de presunto.', b'Dispor mais uma rabanada sobre elas e cobrir com molho bechamel e queijo parmes\xc3\xa3o.', b'Levar ao forno preaquecido a 180 graus por, aproximadamente, 10 minutos ou at\xc3\xa9 que o queijo esteja gratinado.', b'Servir com ovo frito.'];
https://www.tastemade.com.br/programas/ciaotoscana/pizza-com-pecorino-e-pesto;b'Pizza com Pecorino e Pesto';b'No \xc3\xbaltimo epis\xc3\xb3dio de Ciao Toscana, Uiara conhece os tipos e os segredos de um bom azeite.';[b'500ml de \xc3\xa1gua ', b'800g de farinha de trigo (de prefer\xc3\xaancia tipo 00)', b'20g de sal', b'20g de a\xc3\xa7\xc3\xbacar', b'15g de fermento biol\xc3\xb3gico', b'50ml de azeite Filippo Berio extra-virgem', b'Fub\xc3\xa1', b'1kg de tomates maduros', b'1 cebola m\xc3\xa9dia', b'Um ramo de manjeric\xc3\xa3o fresco', b'Sal ', b'Azeite', b'Queijo pecorino', b'Pesto'];[b'Em uma tigela, dissolva o fermento com metade da \xc3\xa1gua e o a\xc3\xa7\xc3\xbacar. ', b'Despeje a farinha em uma bancada, coloque o sal e misture bem. Abre um buraquinho no meio da farinha e despeje o azeite. Coloque a mistura de \xc3\xa1gua com fermento aos poucos. Envolva a mistura com a farinha, aos poucos, at\xc3\xa9 que tudo seja absorvido. Repita a opera\xc3\xa7\xc3\xa3o at\xc3\xa9 acabar com todo o l\xc3\xadquido. Acrescente o restante da \xc3\xa1gua at\xc3\xa9 obter uma massa homog\xc3\xaanea. Coloque a \xc3\xa1gua aos poucos pois a quantidade pode variar de acordo com o tipo de farinha. Sove a massa at\xc3\xa9 que ela fique el\xc3\xa1stica, lisinha e n\xc3\xa3o grude nas m\xc3\xa3os. ', b'Unte uma tigela com azeite, coloque a bola de massa, cubra com um pano de prato limpo e deixe crescer por cerca de 3 horas em um ambiente quentinho.', b'Enquanto a massa cresce, coloque os tomates em uma forma com bastante azeite, a cebola cortada em 4, o sal e o manjeric\xc3\xa3o fresco. Leve para assar em forno pr\xc3\xa9-aquecido \xc3\xa0 200 graus at\xc3\xa9 que os tomates fiquem douradinhos e murchos. Deixe esfriar e batata tudo em um liquidificador. Reserve o molho para a montagem das pizzas.', b'Depois que a massa da pizza tiver triplicado de volume, abra os discos apenas com as m\xc3\xa3os, sem usar um rolo, em uma superf\xc3\xadcie enfarinhada. Salpique fub\xc3\xa1 ou farinha de semolina em uma forma de pizza e disponha os discos. ', b'Recheie com o molho de tomate, o queijo pecorino e o pesto. Leve para assar em forno \xc3\xa0 lenha (de prefer\xc3\xaancia) ou forno pr\xc3\xa9-aquecido em temperatura m\xc3\xa1xima.'];
https://www.tastemade.com.br/videos/tender-glaciado-ao-molho-de-mostarda;b'Tender Glaciado ao Molho de Mostarda';b'Michele Crispim vai te ensinar um prato delicioso para a ceia de Natal: um Tender Sadia glaceado com molho de mostarda. Para melhorar ainda mais essa data super especial, Karina Milanesi ensina a embalar presentes de uma maneira muito fofa!';[b'400g de creme de leite fresco', b'Sal', b'Pimenta-do-reino', b'Noz moscada', b'4 batatas doces sem casca em l\xc3\xa2minas', b'250g de queijo parmes\xc3\xa3o ralado'];[b'Em uma tigela, temperar o creme de leite com sal, pimenta e noz moscada.', b'Em um refrat\xc3\xa1rio, intercalar camadas de batata, de molho e de queijo. ', b'Cobrir com o queijo parmes\xc3\xa3o e levar ao forno preaquecido a 180 graus por, aproximadamente, 40 minutos ou at\xc3\xa9 que a batata esteja macia e o queijo esteja gratinado.'];
https://www.tastemade.com.br/programas/fazendo-o-natal-juntos/peru-de-natal;b'Peru de Natal';b'Ana Paula Xongani visita mais uma fam\xc3\xadlia para aprender a fazer o Natal junto com eles. Na fam\xc3\xadlia Vasconcelos dos Santos n\xc3\xa3o pode faltar Peru Sadia, ent\xc3\xa3o eles preparam um delicioso peru recheado com farofa e coberto com fatias de bacon. Para a ceia ficar ainda mais gostosa, nada melhor que uma boa Coca-Cola gelada para acompanhar essa noite especial.';[b'Azeite de oliva', b'1 cebola em tiras', b'2 dentes de alho amassados', b'4 x\xc3\xadcaras de arroz cozido', b'1 cenoura em tiras', b'1 piment\xc3\xa3o verde em tiras', b'1 piment\xc3\xa3o e vermelho em tiras', b'1 lata de milho', b'Sal', b'Pimenta-do-reino', b'Noz moscada', b'\xc2\xbc x\xc3\xadcara de salsinha picada'];[b'Aquecer uma frigideira, regar com azeite e dourar a cebola.', b'Adicionar o alho e a cenoura e refogar por mais 2 minutos.', b'Juntar o piment\xc3\xa3o verde e o piment\xc3\xa3o vermelho e refogar.', b'Acrescentar o milho e o arroz e refogar por mais 2 minutos.', b'Temperar com sal, pimenta do reino e noz moscada.', b'Finalizar com a salsinha picada.'];
https://www.tastemade.com.br/videos/batata-smile;b'Batata Smile Caseira';b'Fazer batata smile em casa \xc3\xa9 mais f\xc3\xa1cil, pr\xc3\xa1tico e saboroso do que voc\xc3\xaa imagina!';[b'2 batatas cozidas', b'3 colheres de sopa de amido de milho', b'\xc2\xbc x\xc3\xadcara de farinha de trigo', b'3 colheres de sopa de farinha de p\xc3\xa3o', b'1 ovo', b'Sal', b'Pimenta do reino', b'Fub\xc3\xa1 para polvilhar'];[b'Amassar bem as batatas com aux\xc3\xadlio de um amassador ou de um garfo.', b'Adicionar o amido,a farinha de trigo, a farinha de p\xc3\xa3o e o ovo.', b'Temperar com sal e pimenta do reino e misturar bem.', b'Levar para a geladeira por 30 minutos.', b'Em uma superf\xc3\xadcie enfarinhada, abrir a massa com um rolo e cortar com um cortador circular ou com um copo.', b'Com aux\xc3\xadlio de um canudo fazer os olhinhos e com aux\xc3\xadlio de uma colher fazer a boca.', b'Fritar por imers\xc3\xa3o em \xc3\xb3leo a uma temperatura m\xc3\xa9dia.', b'Escorrer em papel absorvente e servir com o molho de sua prefer\xc3\xaancia.'];30 unidades
https://www.tastemade.com.br/videos/pernil-coberto-com-geleia-e-presunto-parma-sadia;b'Pernil Coberto com Geleia e Presunto Parma ';b'Natal tem tudo a ver com Pernil Sadia e hoje a Michele Crispim vai te ensinar a preparar uma receita que parece dif\xc3\xadcil, mas n\xc3\xa3o \xc3\xa9: um delicioso pernil coberto com geleia de frutas vermelhas e presunto parma. Para acompanhar, ela recebe Karina Bacchi que vai fazer uma \xc3\xa1gua saborizada incr\xc3\xadvel para a sua ceia de Natal. Toda a fam\xc3\xadlia vai amar!';[b'Pernil desossado Sadia', b'Azeite de oliva', b'1kg de mini p\xc3\xaaras cortadas ao meio ', b'\xc2\xbd  x\xc3\xadcara de vinho branco seco', b'Pimenta-do-reino', b'Canela em pau ', b'Alecrim', b'Tomilho', b'1 x\xc3\xadcara de geleia de frutas vermelhas', b'300g presunto parma Sadia'];[b'Aquecer uma frigideira, regar com azeite e selar o pernil. Reservar.', b'Em uma assadeira, dispor as peras, o vinho branco,  a pimenta-do-reino, a canela em pau, o alecrim, o tomilho. Reservar.', b'Pincelar o pernil com a geleia de frutas vermelhas, cobrir com as fatias de presunto parma e pincelar novamente com a geleia de frutas vermelhas.', b'Cobrir com papel alum\xc3\xadnio e levar ao forno preaquecido a 180 graus por 40 minutos.'];
https://www.tastemade.com.br/programas/mercados-do-brasil/sanduiche-de-mortadela;b'Sandu\xc3\xadche de Mortadela';"b'No primeiro epis\xc3\xb3dio de ""Mercados do Brasil"", Hugo Merchan, a convite da Cervejaria Brahma, conhece o mercado municipal da cidade de S\xc3\xa3o Paulo e descobre as del\xc3\xadcias escondidas por l\xc3\xa1. '";[b'\xc2\xbd  cebola roxa picadinha', b'\xc2\xbd x\xc3\xadcara de pimenta biquinho picada', b'salsinha picada', b'2 colheres de sopa azeite', b'1 colher de sopa de vinagre de vinho branco', b'Sal', b'Pimenta-do-reino', b'100 ml de leite gelado', b'1 \xc2\xbc  x\xc3\xadcara de \xc3\xb3leo', b'\xc2\xbd dente de alho ', b'Raspas de 1 lim\xc3\xa3o', b'3 p\xc3\xa3es franceses', b'12 fatias de mortadela'];[b'Em um recipiente, misturar a cebola roxa, a pimenta biquinho, a salsinha, o sal e a pimenta-do-reino.', b'Adicionar o vinagre e o azeite de oliva, misturar bem e reservar.', b'Em um liquidificador, colocar o leite gelado, o alho, temperar com sal e pimenta e bater. Adicionar o \xc3\xb3leo em fio at\xc3\xa9 dar o ponto. ', b'Acrescentar as raspas de lim\xc3\xa3o e bater ligeiramente s\xc3\xb3 para incorporar \xc3\xa0 mistura. Reservar.', b'Cortar um p\xc3\xa3o franc\xc3\xaas ao meio, passar um pouco da maionese e colocar 4 fatias de mortadela. Servir com a vinagrete de pimenta biquinho.'];
https://www.tastemade.com.br/videos/coxinha-de-pernil;b'Coxinha de Pernil';b'Para petiscar nessa \xc3\xa9poca gostosa de final de ano, que tal uma coxinha de pernil? Acompanhada de uma Brahma Extra Weiss, fica ainda melhor.';[b'2 \xc2\xbd x\xc3\xadcaras de pernil de porco cozido e desfiado', b'1 cebola picada', b'3 dentes de alho', b'\xc2\xbd x\xc3\xadcara de passata de tomate', b'\xc2\xbc de ma\xc3\xa7o de salsinha picada', b'Sal', b'Pimenta-do-reino', b'500ml da \xc3\xa1gua de caldo de legumes', b'500ml de leite', b'100g de manteiga', b'3 x\xc3\xadcaras de farinha de trigo', b'1 clara', b'2 x\xc3\xadcaras de farinha de rosca', b'\xc3\x93leo para fritar'];[b'Em uma panela com um fio de azeite, refogar a cebola picada e logo em seguida adicionar o alho.', b'Juntar o pernil desfiado e refogar por mais alguns minutos.', b'Acrescentar a passata de tomate, temperar com sal e pimenta preta. Finalizar com a salsinha picada e reservar.', b'Dispor o caldo de legumes, o leite e a manteiga em uma panela. Temperar com sal. Quando a manteiga derreter, adicionar, de uma s\xc3\xb3 vez, a farinha de trigo e mexer com uma colher de pau. Cozinhar em fogo baixo, de 10 a 15 minutos, ou at\xc3\xa9 que a massa desgrude do fundo da panela e fique bem lisa.', b'Passar a massa para uma superf\xc3\xadcie fria e abrir com a ajuda de uma esp\xc3\xa1tula. Tapar com um pl\xc3\xa1stico para n\xc3\xa3o criar nenhuma pel\xc3\xadcula seca. Quando estiver em uma temperatura que n\xc3\xa3o queime as m\xc3\xa3os, sovar a massa para que fique bem lisa e boa de trabalhar.', b'Como recheio e a massa j\xc3\xa1 frios, formatar as coxinhas: pegar uma quantidade de massa na m\xc3\xa3o, abrir em formato de uma concha, adicionar o recheio e fechar a ponta apertando com os dedos, retirando qualquer excesso de massa.', b'Passar as coxinhas na clara batida e depois na farinha de rosca.', b'Fritar por imers\xc3\xa3o em \xc3\xb3leo quente at\xc3\xa9 que doure, escorrer em papel absorvente e servir.'];
https://www.tastemade.com.br/programas/fazendo-o-natal-juntos/peru-ao-molho-de-ervas;b'Peru ao Molho de Ervas';b'Para aprender a fazer o Natal na sua casa, Ana Paula Xongani visita outra fam\xc3\xadlia super especial: uma fam\xc3\xadlia de amigos! Eles preparam um delicioso Peru Sadia ao molho de ervas e recheado com arroz e castanhas. E, como Natal \xc3\xa9 uma data especial para fazer junto com quem se ama, nada melhor que uma Coca-Cola gelada para acompanhar essa ceia incr\xc3\xadvel.';[b'Azeite de oliva', b'3 bananas picadas, n\xc3\xa3o muito maduras (rodela cortada em 2 partes)', b'\xc2\xbd x\xc3\xadcara bacon Sadia em cubos ', b'3 x\xc3\xadcaras de farinha de mandioca grossa', b'\xc2\xbd salsinha picada'];[b'Aquecer uma frigideira, regar com o azeite, adicionar as bananas e em fogo alto dourar rapidamente. Reservar em outro recipiente.', b'Na mesma frigideira dourar o bacon e adicionar a farinha de mandioca, em fogo baixo, tostar a farofa at\xc3\xa9 ficar dourada.', b'Adicionar as bananas, desligar o fogo, corrigir o sal e juntar a salsinha.'];
https://www.tastemade.com.br/videos/queijadinha-cremosa;b'Queijadinha Cremosa';b'Aprenda a preparar em casa uma queijadinha super cremosa que leva apenas 5 ingredientes!';[b'1 x\xc3\xadcara de coco ralado desidratado', b'60ml de \xc3\xa1gua ', b'1 lata de leite condensado', b'\xe2\x85\x93 x\xc3\xadcara de queijo parmes\xc3\xa3o ralado', b'2 gemas'];[b'Em uma tigela, adicionar o coco ralado, a \xc3\xa1gua, o leite condensado e o queijo parmes\xc3\xa3o.', b'Peneirar as gemas sobre a mistura e mexer bem.', b'Dispor por\xc3\xa7\xc3\xb5es em forminhas de empada, cobertas com forminhas de papel, cuidando para cobrir apenas \xc2\xbe da forminha com essa mistura.', b'Assar em banho-maria, em forno preaquecido a 180 graus por, aproximadamente, 40 minutos ou at\xc3\xa9 que estejam douradinhas.'];10 unidades
https://www.tastemade.com.br/videos/minidoc-barilla-pesto;b'Como Fazer Molho Pesto';b'O pesto \xc3\xa9 um molho incr\xc3\xadvel e super pr\xc3\xa1tico. Mas voc\xc3\xaa sabe da onde veio ou como prepar\xc3\xa1-lo? Agora voc\xc3\xaa vai aprender! ';[];[];
https://www.tastemade.com.br/videos/peru-ao-molho-citrico;b'Peru ao Molho C\xc3\xadtrico';b'Michele Crispim te ensina a preparar um Peru Sadia que \xc3\xa9 a cara do Natal! Al\xc3\xa9m de um delicioso molho c\xc3\xadtrico, ele ainda \xc3\xa9 recheado com uma farofa r\xc3\xbastica de p\xc3\xa3o com ervas. Para acompanhar, Tavi\xc3\xa3o faz um drink tropical com gelo de suco de abacaxi, hortel\xc3\xa3 e \xc3\xa1gua com g\xc3\xa1s. Que del\xc3\xadcia, n\xc3\xa9?';[b'Peru Sadia', b'Azeite de oliva', b'Alecrim', b'Tomilho ', b'S\xc3\xa1lvia', b'1 p\xc3\xa3o baguete em cubos', b'Sal ', b'Pimenta-do-reino', b'1 \xc2\xbd x\xc3\xadcara de mu\xc3\xa7arela ralada', b'1 cabe\xc3\xa7a de alho assada', b'Suco de 2 lim\xc3\xb5es cravo', b'\xc2\xbc x\xc3\xadcara de azeite de oliva', b'Alecrim', b'Tomilho', b'S\xc3\xa1lvia', b'Sal', b'Pimenta do reino'];[b'Retirar os mi\xc3\xbados da cavidade do peru. Delicadamente, separar a pele da carne no peito do peru.', b'Espalhar o azeite de oliva por todo o peito da ave e por toda a pele.Reservar.', b'Para a farofa, em uma  frigideira, regar com azeite de oliva, adicionar o alecrim, o tomilho e a s\xc3\xa1lvia e deixar aromatizar o azeite em fogo baixo.', b'Adicionar os cubos de p\xc3\xa3o, e em fogo m\xc3\xa9dio, sempre mexendo tostar o p\xc3\xa3o at\xc3\xa9 ficar douradinho.', b'Temperar com sal e pimenta-do-reino e retirar do fogo.', b'Dispor em uma tigela, e quando j\xc3\xa1 n\xc3\xa3o estiver t\xc3\xa3o quente, juntar a mu\xc3\xa7arela ralada.', b'Rechear a cavidade do peru com a farofa de p\xc3\xa3o. Amarrar as patas com um barbante para evitar que o recheio vaze. Fazer pequenos cortes na lateral e prender as asinhas do peru.', b'Levar o peru a uma assadeira.', b'Levar ao forno preaquecido a 250 graus, durante 20 minutos.', b'Enquanto isso,  em uma tigela, amassar o alho com aux\xc3\xadlio de um garfo ou de um almofariz.', b'Dispor em uma tigela e juntar o suco de lim\xc3\xa3o e o azeite e bater com um fouet at\xc3\xa9 emulsionar.', b'Temperar com sal e pimenta-do-reino.', b'Adicionar folhas de alecrim, tomilho e s\xc3\xa1lvia. Reservar.', b'Passados os 20 minutos, cobrir o peru com papel alum\xc3\xadnio e deixar durante 1 hora no forno a 210 graus. ', b'Retirar o papel alum\xc3\xadnio e pincelar com o molho de lim\xc3\xa3o.', b'Voltar ao forno e deixar at\xc3\xa9 o term\xc3\xb4metro saltar, leva mais ou menos 1 hora e 30 minutos. \xc3\x89 importante pincelar o peru com o molho de 30 em 30 minutos.', b'Retirar do forno, deixar descansar por alguns minutos antes de servir.'];
https://www.tastemade.com.br/videos/cheesecake-de-chocolate-azul;b'Cheesecake de Chocolate';b'CHEESECAKE DE CHOCOLATE seria uma sobremesa perfeita para sua viagem, n\xc3\xa9? Essa \xc3\xa9 mais uma receita que voc\xc3\xaa poder\xc3\xa1 votar no Desafio Menu a Bordo da Azul Linhas A\xc3\xa9reas.';[b'100g de biscoito de chocolate', b'60g de manteiga derretida', b'450g de cream cheese', b'100g de a\xc3\xa7\xc3\xbacar', b'3 ovos', b'1 gema', b'1 lim\xc3\xa3o', b'150g de creme de leite fresco', b'150g de chocolate amargo derretido', b'2 colheres de sopa de cacau em p\xc3\xb3', b'50g de chocolate amargo', b'2 colheres de sopa de mel', b'1 colher de sopa de creme de leite fresco', b'\xc2\xbc de x\xc3\xadcara de leite'];[b'Em um processador, triturar os biscoitos at\xc3\xa9 virar uma farofa.', b'Juntar a manteiga derretida e bater at\xc3\xa9 misturar bem.', b'Dispor em uma forma de fundo remov\xc3\xadvel e cobrir todo o fundo. Levar para a refrigera\xc3\xa7\xc3\xa3o por 10 minutos.', b'Bater o cream cheese com o a\xc3\xa7\xc3\xbacar at\xc3\xa9 virar um creme fofo.', b'Juntar os ovos e a gema e misturar bem.', b'Juntar o lim\xc3\xa3o e o creme de leite fresco e misturar bem.', b'Juntar o cacau em p\xc3\xb3.', b'Dispor dentro da forma e levar ao forno a 180 graus em banho maria por 40 minutos.', b'Levar a geladeira durante 2 horas.', b'Em banho maria, dispor o chocolate amargo picado, o mel, o creme de leite fresco e o leite. Mexer at\xc3\xa9 o chocolate derreter completamente.', b'Com a cheesecake j\xc3\xa1 refrigerada, dispor a calda por cima e servir.'];8 pessoas
https://www.tastemade.com.br/videos/tiramisu-de-oreo;b'Tiramis\xc3\xb9 de Oreo';b'Voc\xc3\xaa vai se apaixonar por esse tiramis\xc3\xb9 de oreo super saboroso e f\xc3\xa1cil de fazer!';[b'4 gemas ', b'\xc2\xbd x\xc3\xadcara de a\xc3\xa7\xc3\xbacar', b'2 colheres de sopa de \xc3\xa1gua', b'4 colheres de sopa de creme de leite', b'2 colheres de sopa de ess\xc3\xaancia de baunilha', b'1 \xc2\xbe  de queijo mascarpone', b'2 \xc2\xbd x\xc3\xadcara de oreo picada', b'1 x\xc3\xadcara de caf\xc3\xa9 forte', b'Cacau em p\xc3\xb3'];[b'Em banho maria, bater as gemas com a\xc3\xa7\xc3\xbacar e \xc3\xa1gua at\xc3\xa9 criar uma espuma. Com cuidado, retire a panela com a tigela de vidro do fogo e continue misturando com um batedor at\xc3\xa9 esfriar.', b'Em outra tigela, bater creme de leite e a ess\xc3\xaancia de baunilha at\xc3\xa9 ficar consistente. Adicionar o queijo mascarpone, o creme de ovos e misturar com movimentos circulares.', b'Para montar, em um refrat\xc3\xa1rio, dispor uma camada do creme, uma camada de Oreo e molhar com o caf\xc3\xa9. Continuar a alternar as camadas na mesma ordem e finalizar com uma camada de creme.', b'Polvilhar com cacau em p\xc3\xb3 e levar \xc3\xa0 geladeira por 1 hora antes de servir.'];6 pessoas
https://www.tastemade.com.br/videos/berinjela-com-misso;b'Berinjela com Miss\xc3\xb4';b'Aprenda a preparar uma berinjela com miss\xc3\xb4 muito bem temperada e deliciosa!';[b'\xc2\xbd x\xc3\xadcara de miss\xc3\xb4', b'3 colheres de sopa de a\xc3\xa7\xc3\xbacar', b'1 colher de sopa de sak\xc3\xaa ', b'2 colheres de sopa de \xc3\xa1gua', b'2 berinjelas grandes', b'Cebolinha a gosto'];[b'Em uma tigela, misturar o miss\xc3\xb4, o a\xc3\xa7\xc3\xbacar, o sak\xc3\xaa e a \xc3\xa1gua. Reservar.', b'Cortar as berinjelas ao meio no sentido do comprimento e, em cada metade, fazer cortes nos dois sentidos da diagonal, formando losangos.', b'Passar o molho de miss\xc3\xb4 abrindo, com cuidado, esses cortes, para que o molho entre.', b'Dispor as berinjelas em uma assadeira e levar ao forno pr\xc3\xa9 aquecido a 200\xc2\xbaC por, aproximadamente, 40 minutos, ou at\xc3\xa9 que estejam douradas.', b'Finalizar com a cebolinha e servir com arroz japon\xc3\xaas.'];4 pessoas
https://www.tastemade.com.br/videos/bem-casado-no-pote-azull;b'Bem Casado no Pote';b'BEM CASADO \xc3\xa9 sempre uma sobremesa para ocasi\xc3\xb5es especiais! Que tal tornar sua viagem uma delas? A Azul Linhas A\xc3\xa9reas vai tornar isso poss\xc3\xadvel e voc\xc3\xaa poder\xc3\xa1 escolher quais pratos ser\xc3\xa3o servidos a bordo!';[b'8 claras', b'8 gemas', b'\xe2\x85\x94 de x\xc3\xadcara a\xc3\xa7\xc3\xbacar', b'\xc2\xbe x\xc3\xadcara de farinha de trigo', b'1 colher de ch\xc3\xa1 de fermento qu\xc3\xadmico', b'raspas de um lim\xc3\xa3o', b'suco de um lim\xc3\xa3o', b'3 colheres de a\xc3\xa7\xc3\xbacar de confeiteiro + a\xc3\xa7\xc3\xbacar de confeiteiro para decorar', b'1 x\xc3\xadcara de doce de leite'];[b'Bater as claras em neve, juntar as gemas e bater at\xc3\xa9 misturar bem.', b'Juntar o a\xc3\xa7\xc3\xbacar, bater at\xc3\xa9 incorporar.', b'Juntar a farinha, o fermento, as raspas de lim\xc3\xa3o e misturar manualmente.', b'Dispor em uma forma forrada com papel manteiga e levar ao forno a 180 graus por 10 minutos. ', b'Misturar o suco de lim\xc3\xa3o com 3 colheres de a\xc3\xa7\xc3\xbacar de confeiteiro. ', b'Cortar o p\xc3\xa3o de l\xc3\xb3 com um formatador de acordo com o tamanho do pote.', b'Dispor em um pote, pincelar a calda de suco de lim\xc3\xa3o.', b'Dispor o doce de leite.', b'Dispor mais um p\xc3\xa3o de l\xc3\xb3 formatado, pincelar a calda de suco de lim\xc3\xa3o. o doce de leite e mais um p\xc3\xa3o de l\xc3\xb3.', b'Polvilhar a\xc3\xa7\xc3\xbacar de confeiteiro.'];
https://www.tastemade.com.br/videos/mousse-marmorizada-azul;b'Mousse Marmorizada';b'A combina\xc3\xa7\xc3\xa3o do chocolate preto e branco d\xc3\xa3o um toque \xc3\xbanico nessa incr\xc3\xadvel MOUSSE MARMORIZADA! E essa receita deliciosa da Tastemade poder\xc3\xa1 fazer parte do menu a bordo da Azul Linhas A\xc3\xa9reas.';[b'300g de chocolate meio amargo derretido', b'3 gemas + 3 gemas', b'3 colheres de sopa de a\xc3\xa7\xc3\xbacar + 3 colheres de sopa de a\xc3\xa7\xc3\xbacar', b'\xc2\xbc x\xc3\xadcara de creme de leite fresco em temperatura ambiente + 3 colheres de sopa de creme de leite fresco em temperatura ambiente', b'300g de chocolate branco', b'300ml de creme de leite fresco gelado', b'4 claras'];[b'Derreter o chocolate meio amargo em banho-maria. Reservar.', b'Bater 3 gemas e as 3 colheres de sopa de a\xc3\xa7\xc3\xbacar at\xc3\xa9 a mistura esbranqui\xc3\xa7ar.', b'Adicionar \xc2\xbc x\xc3\xadcara de creme de leite fresco e bater novamente.', b'Adicionar o chocolate meio amargo derretido e bater bem. Reservar', b'Derreter o chocolate branco em banho-maria. Reservar.', b'Bater 3 gemas e as 3 colheres de sopa de  a\xc3\xa7\xc3\xbacar at\xc3\xa9 a mistura esbranqui\xc3\xa7ar.', b'Adicionar 3 colheres de sopa de creme de leite fresco e bater novamente.', b'Adicionar o chocolate branco derretido e bater bem. Reservar', b'Bater 300ml de creme de leite fresco at\xc3\xa9 ponto de chantilly.', b'Adicionar metade do chantilly na mistura de gemas e chocolate meio amargo e bater bem. Reservar.', b'Adicionar a outra metade restante na mistura de gemas e chocolate branco e bater bem. Reservar.', b'Bater as claras em neve.', b'Misturar \xc2\xbe da clara em neve na mistura de chocolate meio amargo delicadamente. E o outro \xc2\xbc na mistura de chocolate branco delicadamente.', b'Em um refrat\xc3\xa1rio, colocar uma colher embaixo para deix\xc3\xa1-lo inclinado. Colocar uma parte da mousse de chocolate meio amargo de um lado, e uma parte da mousse de chocolate branco do outro lado. Tirar a colher debaixo do refrat\xc3\xa1rio e terminar de colocar a mousse de chocolate meio amargo e a mousse de chocolate branco. Com uma colher, fazer um c\xc3\xadrculo leve para mesclar as mousses.', b'Levar \xc3\xa0 geladeira por no m\xc3\xadnimo 3 horas.'];8 pessoas
https://www.tastemade.com.br/videos/cheesecake-de-doce-de-leite-2019;b'Cheesecake de Doce de Leite';b'O que j\xc3\xa1 era bom, ficou ainda mais gostoso! Apresentamos essa combina\xc3\xa7\xc3\xa3o irresist\xc3\xadvel de cheesecake com doce de leite.';[b'100g de biscoito maisena', b'60g de manteiga derretida', b'450g de cream cheese', b'100g de a\xc3\xa7\xc3\xbacar', b'3 ovos', b'1 gema', b'1 lim\xc3\xa3o', b'150g de creme de leite fresco', b'250g de doce de leite', b'100g de doce de leite', b'1 colher de sopa de creme de leite fresco', b'\xc2\xbc de x\xc3\xadcara de leite'];[b'Em um processador, triturar os biscoitos at\xc3\xa9 virar uma farofa.', b'Juntar a manteiga derretida e bater at\xc3\xa9 misturar bem.', b'Dispor em uma forma de fundo remov\xc3\xadvel e cobrir todo o fundo. Levar para a refrigera\xc3\xa7\xc3\xa3o por 10 minutos.', b'Bater o cream cheese com o a\xc3\xa7\xc3\xbacar at\xc3\xa9 virar um creme fofo.', b'Juntar os ovos e a gema e misturar bem.', b'Adicionar o suco de lim\xc3\xa3o e o creme de leite fresco e misturar bem.', b'Misturar o doce de leite e dispor na forma.', b'Levar ao forno a 180 graus, em banho maria, por 40 minutos.', b'Deixar esfriar e levar a geladeira por 2 horas.', b'Em uma panelinha, dispor o doce de leite, o creme de leite fresco e o leite. Mexer at\xc3\xa9 obter uma calda mole.', b'Com a cheesecake j\xc3\xa1 refrigerada, dispor a calda por cima e servir.'];8 pessoas
